spots_genename,spots_coords_1,spots_coords_2,spots_score,idx
Id2,12393,26279,0.970247758290155,1662
Id2,12962,26280,0.973352738727016,1670
Enpp2,13076,26281,0.976181903400435,3135
3110035E14Rik,12882,26282,0.984503437905676,3135
Cnr1,12933,26284,0.950921693667449,3135
Slc24a2,12840,26287,0.95089995741189,3135
Cryab,12847,26287,0.91874976677332,3135
Calm2,12829,26288,0.963021315807151,1684
Chrm2,12855,26289,0.98027617326426,3135
Slc24a2,12803,26290,0.939625491071354,1684
Tmsb10,12807,26290,0.977052010614519,1684
Id2,12842,26290,0.954969020239965,3135
Cnr1,12833,26292,0.987034315054358,1684
Atp1b1,12860,26293,0.962099535605488,3135
Id2,12472,26294,0.983313917017243,3135
Ndnf,12830,26295,0.967356453809112,1684
Gad1,12854,26295,0.94824834353241,3135
Cplx2,12916,26296,0.944581759643664,1692
Gad1,12811,26297,0.930468371674205,1684
Gap43,12470,26298,0.990343575058598,3135
Cxcl14,12891,26298,0.942273877313181,1692
Reln,12932,26298,0.994235097416027,3135
Cplx2,12786,26299,0.936774540671345,1684
Gad1,12848,26299,0.938801809661546,3135
Rgs12,12904,26299,0.95356272567847,1692
Rorb,12524,26300,0.910112587735403,3135
Cplx2,12804,26300,0.947524827912321,1684
Cnr1,12825,26300,0.928979684499917,1684
Rgs12,12481,26303,0.983175961963897,3135
Tmsb10,12911,26306,0.989256316502196,1692
Cck,12920,26306,0.979077696504037,1692
Gad1,12813,26307,0.900852353795247,1684
Gad1,12833,26307,0.974112675089798,1684
Aldoc,13078,26307,0.962796905924738,1694
Cplx2,12384,26308,0.942373666936702,3135
Gad1,12802,26308,0.908724451434069,1684
Arpp21,12339,26309,0.903824603755177,3135
Tmsb10,12605,26310,0.964150438202308,3135
Atp1b1,12805,26310,0.959786431901265,1684
Reln,12810,26310,0.924917368300949,1684
Trp53i11,12868,26311,0.981179009944971,1699
Cxcl14,12915,26311,0.944053060505363,1692
Rgs4,12824,26312,0.937956233302402,1684
Zcchc12,12896,26314,0.976077131315101,1692
Gad1,12921,26314,0.959516298844439,1692
Cplx2,12812,26315,0.948351332187794,1684
Prkca,12852,26315,0.979112764413699,1699
Gad1,12920,26315,0.9380120766307,1692
Prkca,12911,26316,0.930301014869161,1692
Tmsb10,12902,26318,0.910878749502221,1692
Cadps2,12825,26319,0.938957193770313,3135
Cplx2,12796,26320,0.946888863322962,1684
Npy2r,12919,26322,0.955010321878881,1692
Htr3a,12908,26323,0.952027007780872,1692
Aldoc,13111,26323,0.962578390816404,3135
3110035E14Rik,12442,26324,0.986458872410168,3135
Pvalb,12471,26325,0.964290593164739,3135
Cplx2,12824,26325,0.960922526420017,1684
3110035E14Rik,12916,26325,0.985370463692533,1692
Cplx2,12871,26327,0.930203075041919,1699
Id2,12852,26328,0.979642611763926,1699
3110035E14Rik,12689,26333,0.979596736408926,3135
Wfs1,12349,26335,0.974199012866842,3135
Snca,12856,26337,0.982588282275525,1712
Tmsb10,12917,26337,0.974152568771108,1692
Gap43,12849,26339,0.966262566936849,1712
Slc6a1,12837,26340,0.954445923745579,1712
Gad1,12891,26340,0.942825399602308,1692
Ndnf,12793,26341,0.969522978164371,3135
Cplx2,13038,26343,0.931691290346859,3135
Id2,12621,26346,0.988244884411989,3135
Zcchc12,12836,26347,0.944640958600111,1712
Ndnf,12844,26348,0.98751642287115,3135
Satb1,12853,26348,0.964083509938222,1712
Ndnf,12779,26349,0.935421117934894,1722
3110035E14Rik,12996,26349,0.972415961047952,3135
Cplx2,12340,26350,0.961120194821595,3135
Ndnf,12790,26352,0.972508373704633,3135
Gad1,12852,26353,0.962680889961857,1712
Trp53i11,12777,26354,0.94606386593262,1722
Gad1,12853,26354,0.988070352824191,1712
Gad1,12854,26355,0.965081142035104,1712
Fxyd6,12772,26356,0.937264431323787,1722
Pnoc,12855,26356,0.90009608976154,1712
6330403K07Rik,12446,26357,0.961081626492089,3135
Ndnf,12789,26357,0.99365938249869,1722
Trp53i11,12845,26358,0.955818789599277,3135
Cnr1,12770,26359,0.936611925959785,1722
Aldoc,12639,26360,0.984883103596813,3135
3110035E14Rik,12641,26361,0.982310203292888,3135
Trp53i11,12782,26361,0.93329433877589,1722
Cadps2,12767,26362,0.928810352084897,1722
Cadps2,12888,26362,0.989481478156499,3135
Sema3c,12354,26363,0.985974947986294,3135
Calm2,12756,26363,0.956135864218895,1722
Gad1,12775,26363,0.966334750267532,1722
6330403K07Rik,12571,26365,0.969135376146357,1727
6330403K07Rik,12573,26366,0.943656177716423,1727
Ndnf,12745,26367,0.98547028559391,1722
Cck,12785,26367,0.96132146125857,1722
Vip,12756,26368,0.991291973855013,1722
Col25a1,12750,26369,0.938586777061791,1722
Cadps2,12768,26369,0.993820823865782,1722
Col25a1,12772,26369,0.927045979999754,1722
Trp53i11,12847,26369,0.986969087524912,3135
Cplx2,12832,26371,0.946956459919861,3135
Slc6a1,12595,26373,0.96115339956446,1727
Cadps2,12788,26373,0.93801724994533,1722
Slc6a1,12594,26374,0.970421422369501,1727
Id2,12591,26375,0.997031744267488,1727
3110035E14Rik,12603,26375,0.987274968073992,1727
Gad1,12715,26375,0.978414457345813,3135
Cux2,12909,26375,0.973545504441673,3135
Vip,12797,26376,0.945507076716917,3135
Fxyd6,12744,26379,0.980660009277322,1722
Cplx2,12356,26380,0.954110965995275,3135
Aldoc,12593,26380,0.950775537690503,1727
Ndnf,12855,26380,0.983722066275458,3135
Cnr1,12767,26381,0.919771365353451,1722
Fxyd6,12778,26381,0.936844611083049,1722
Fxyd6,12798,26381,0.975544916863052,1722
Calm2,12945,26381,0.975041929849982,1742
Tac1,12598,26382,0.905406680337071,1727
Cxcl14,12728,26382,0.98136960382022,3135
Fxyd6,12757,26382,0.951595004144614,1722
Gad1,12686,26384,0.983702483941882,3135
Snca,12746,26384,0.98715303711801,1722
Ndnf,12767,26385,0.961768283192397,1722
Cplx2,13138,26385,0.907050434507622,3135
Atp1b1,12599,26387,0.978317517362256,1727
Col25a1,12763,26387,0.981637371145651,1722
Ndnf,12762,26392,0.963006628794315,1722
Rgs12,12706,26397,0.975232189936414,3135
Cux2,12847,26398,0.968501645802457,3135
Gap43,12700,26399,0.935053344118724,3135
Atp1b1,12481,26401,0.972470454252225,3135
Calm2,12932,26410,0.984869705413503,1742
Id2,12384,26418,0.9780483879885,3135
6330403K07Rik,12388,26420,0.975451954454047,3135
3110035E14Rik,12711,26422,0.994361107829599,3135
Rgs4,12246,26425,0.980961033597141,1765
Aldoc,12495,26425,0.981562866857584,1769
Cplx2,12331,26427,0.927063351412416,3135
Cplx2,12417,26427,0.956493605471565,3135
Cplx2,12752,26427,0.927163403197851,1776
Cplx2,12529,26428,0.932484393637419,3135
Tmsb10,12673,26428,0.961101703874341,1784
Cck,12741,26430,0.973118613226373,1776
Satb1,12728,26431,0.926990186988211,1776
Cplx2,12953,26431,0.944758857174622,3135
Cryab,12557,26432,0.96580379926864,3135
Tmsb10,12248,26434,0.957354960506914,1765
Kit,12718,26434,0.993399785002551,1772
Ndnf,12753,26434,0.945653728275675,1776
Gap43,12953,26434,0.980420817270087,3135
6330403K07Rik,12511,26435,0.931691762462484,1769
Aldoc,12519,26436,0.990662965871995,1769
Lamp5,12698,26436,0.932911185206385,1772
Gad1,12727,26436,0.972575700734353,1776
Nrsn1,12544,26437,0.988653418985394,3135
Scg2,12741,26437,0.946696458480898,1776
Htr3a,12306,26441,0.98593958370357,3135
Gad1,12686,26441,0.964640254242458,1784
Cplx2,12398,26442,0.94526667317871,3135
Cnr1,12751,26442,0.930011624792192,1776
Cplx2,12720,26443,0.946656665395078,1772
Atp1b1,12729,26443,0.94888158445808,1776
Calm2,12761,26443,0.992303639779905,1776
Id2,12769,26443,0.984945913831845,3135
Gad1,12698,26444,0.983378713617448,1772
Slc24a2,12701,26445,0.905728342247959,1772
Aldoc,12650,26446,0.990882017432265,1779
Gad1,12709,26446,0.973944740411261,1772
Nos1,12694,26447,0.930318019562365,1784
Lamp5,12719,26447,0.983269609459194,1772
Cplx2,12224,26448,0.950313166210973,3135
Gap43,12265,26449,0.942189096221523,3135
Aldoc,12373,26449,0.974068212270095,3135
Gad1,12654,26449,0.971602249741548,1784
6330403K07Rik,12689,26449,0.973207558860543,1784
Col25a1,12743,26449,0.94317190501248,1776
Kit,12686,26450,0.918865962525244,1784
Col25a1,12740,26451,0.964191819032132,1776
Gad1,12712,26453,0.933171192369747,1772
Ntng1,12731,26454,0.970429841061716,1776
Cplx2,12739,26454,0.95209870945223,1776
Ndnf,12723,26455,0.989279322828735,1772
Gad1,12693,26456,0.955547729779777,1784
Reln,12699,26457,0.976038521590278,1772
Prkca,12755,26457,0.983068803560247,1785
Reln,12681,26458,0.931335725072981,1784
Aldoc,12743,26458,0.974957356839199,1785
Trp53i11,12320,26459,0.974785311905443,3135
Id2,12691,26460,0.957399806248606,1784
Plcxd2,12712,26461,0.958718526683917,1772
Ndnf,12704,26462,0.982889769953897,1772
Slc6a1,12691,26463,0.970403964497043,1784
Ndnf,12720,26463,0.962990084066727,1772
Rgs12,12728,26464,0.953183299418566,1785
Cplx2,12723,26467,0.952237202398888,1772
Id2,12740,26467,0.971611931358311,1785
Cplx2,12253,26468,0.910184880240212,1799
3110035E14Rik,12937,26471,0.953296289590693,3135
Ndnf,12246,26474,0.911446635114109,1799
Tmsb10,12730,26474,0.949066835468071,1785
Cryab,13154,26474,0.96836129198629,3135
Calm2,12239,26476,0.974435163766047,1799
Gap43,12234,26477,0.979381210619578,1799
Cplx2,12716,26477,0.95743654202496,3135
Aldoc,12738,26478,0.971119534075741,1785
Cxcl14,12730,26479,0.947054667824728,3135
Pde1a,12250,26481,0.942687314330129,1799
Fxyd6,12236,26483,0.973734190114079,1799
Calm2,12218,26484,0.941765462936276,1799
Cplx2,12807,26484,0.920454423271057,3135
Cplx2,12212,26486,0.937415643965397,1799
Cplx2,12521,26486,0.941623605999225,3135
Pvrl3,12876,26486,0.985991503213814,3135
Rgs4,12477,26488,0.980254343187803,1800
Satb1,12238,26490,0.966147891788399,1799
Cplx2,12306,26492,0.966319831042638,3135
Cxcl14,12782,26492,0.941431705638275,1804
Cxcl14,12216,26494,0.957781809202948,1799
Gap43,12238,26494,0.963469796545371,1799
Tmsb10,12210,26496,0.905799571256333,1805
Zcchc12,12226,26498,0.917683940415305,1799
Cxcl14,12221,26499,0.916708018761335,1799
Cnr1,12246,26499,0.991505656519124,1799
Calm2,12511,26499,0.987925318979449,1800
Gad1,12215,26500,0.994586113145996,1799
Ndnf,12244,26501,0.962641849513528,1799
Cryab,12275,26501,0.97234357490792,3135
Ndnf,12197,26502,0.976137734493758,1805
Cryab,12791,26502,0.980291584075466,1804
Id2,12204,26503,0.967238394244632,1805
Ntng1,12218,26503,0.958382223336346,1799
Calm2,12229,26503,0.975776608713488,1799
Ntng1,12655,26504,0.990403409466771,3135
Ndnf,12185,26507,0.989502406739643,1805
Gad1,12225,26507,0.952580532637233,1799
Aldoc,12232,26508,0.991654474425176,1799
Plp1,12270,26510,0.903760837810467,3135
Id2,12592,26510,0.987818289639092,3135
Plp1,12263,26512,0.987984925326867,3135
Cplx2,12575,26512,0.958648828389667,3135
Id2,12778,26512,0.994695505203962,1804
Rgs12,12223,26513,0.965731078757971,1805
Cplx2,12206,26515,0.940129602207132,1805
Plp1,12249,26515,0.983166998087414,3135
Id2,12736,26515,0.984027175284742,1814
Pcp4,12729,26517,0.959576197968927,1814
Plp1,12256,26518,0.947882686694534,3135
Plp1,12227,26523,0.979299983265005,1833
Cplx2,12331,26523,0.952367815870017,3135
Plp1,12245,26524,0.986838357364874,1833
Crym,12756,26534,0.974569006074537,3135
Pde1a,12561,26535,0.976186706803666,3135
Cryab,12267,26536,0.980587736005457,1833
Cryab,12749,26537,0.970522089091875,1814
Plp1,12246,26540,0.95910703349897,1833
Plp1,12263,26540,0.9835855115327,1833
Plp1,12256,26541,0.987707782358486,1833
Cplx2,12701,26542,0.933533017139382,1836
Cplx2,12289,26543,0.930782087251919,3135
Plp1,12242,26545,0.958046672924031,1833
Plp1,12246,26545,0.970696589884388,1833
Trp53i11,12685,26545,0.959766791643772,1836
Gad1,12696,26546,0.960267278673088,1836
Aldoc,12795,26547,0.992263544852463,3135
Atp1b1,12665,26548,0.97437950690294,3135
Tmsb10,12702,26548,0.919229262863735,1836
Satb1,12685,26549,0.943016675961082,1836
Zcchc12,12678,26551,0.959192667891275,1836
Col25a1,12696,26551,0.974041563195438,1836
Cadps2,12698,26554,0.976129086150258,1836
Cryab,12240,26556,0.937206418880109,1833
Atp1b1,12703,26556,0.962500785463363,1836
Tmsb10,12278,26558,0.978479255406587,3135
Gad1,12709,26558,0.984353791610197,1836
Aldoc,12564,26560,0.978103190910158,3135
Cplx2,12842,26560,0.935167843669467,3135
Calm2,12311,26563,0.983990715143305,3135
Kit,13100,26564,0.958610731385978,3135
Tmsb10,12183,26565,0.951851568236591,3135
Wfs1,13165,26565,0.985356329294133,3135
Trp53i11,12676,26567,0.92525485631374,1836
Rasgrf2,12701,26568,0.96149009295379,1836
Cnr1,12643,26569,0.962749319861306,3135
Aldoc,12428,26571,0.973615778618533,1844
Gap43,12993,26571,0.986572588791878,3135
Cplx2,12083,26572,0.953266291347656,3135
Gad1,12659,26572,0.945263116990916,3135
Slc6a1,12693,26572,0.988454547916783,1836
Aldoc,12787,26572,0.974324326882157,3135
Cplx2,12090,26573,0.903021306121711,3135
Cnr1,12692,26573,0.900844867214645,1836
Cplx2,12721,26573,0.939811257208936,1836
Satb1,12673,26574,0.952378637524844,3135
Cnr1,12691,26574,0.968703892156443,1836
Col25a1,12699,26574,0.981570847271799,1836
Cplx2,12095,26575,0.948409332304821,3135
Cxcl14,12666,26575,0.970892617955625,3135
Cplx2,12053,26576,0.947878239067828,3135
Id2,12537,26577,0.970208694691281,1850
Aldoc,12566,26579,0.980673405461987,1850
Cck,12669,26579,0.926814772313573,3135
Cnr1,12707,26581,0.906739578569228,1836
Pvalb,12758,26581,0.973453162889533,3135
Aldoc,12558,26582,0.967566425280376,1850
Cxcl14,12690,26583,0.962023158011192,1836
Nrsn1,12610,26585,0.990765803450536,3135
Pcp4,12277,26586,0.977885268750053,3135
Id2,12314,26587,0.995348418905303,1857
6330403K07Rik,12548,26588,0.947074416304337,1850
Cplx2,12120,26591,0.950730421064873,3135
Sulf2,12299,26593,0.965238525285247,1857
Grin3a,12548,26593,0.946382757678037,1850
Rorb,12318,26594,0.972469928636669,1857
Id2,12327,26594,0.994421062104068,1857
Slc6a1,12544,26598,0.986908426572814,1850
Id2,12092,26599,0.990515176473632,3135
Sst,13192,26599,0.957199991862544,3135
Aldoc,12328,26602,0.986405874133178,1857
Nrsn1,12505,26604,0.949662909523391,3135
Cryab,12198,26606,0.965387884555681,3135
Crym,11999,26613,0.97357699483256,3135
Pcp4,12309,26614,0.986066416966487,1857
Cplx2,12085,26618,0.957087252430327,3135
Aldoc,12307,26623,0.9858963700277,1857
Cplx2,12987,26623,0.961437097947177,3135
Aldoc,12613,26629,0.908341680104395,3135
Cplx2,12078,26631,0.955374198525226,3135
Nrsn1,12581,26633,0.978570509619974,3135
Fxyd6,12295,26635,0.977517404086651,3135
Scg2,12789,26635,0.940684508482154,3135
Gad1,12815,26639,0.943743528098013,1894
Hapln1,12788,26640,0.966634694624851,3135
Aldoc,12309,26641,0.986023493045998,3135
Aldoc,12642,26641,0.980444926897747,1893
Cplx2,13127,26641,0.946581057500539,3135
Id2,12796,26642,0.962152218355548,1894
Id2,12813,26643,0.988291014043601,1894
Sncg,12653,26645,0.958887929348053,1893
Kctd12,13110,26646,0.984724404256126,3135
Gad1,12786,26648,0.9698436170311,1894
Nrsn1,12796,26648,0.96815329135496,1894
6330403K07Rik,12813,26648,0.949222190802997,1894
Calb2,12430,26649,0.95720632120791,3135
Cxcl14,12648,26649,0.972855647254171,1893
Aldoc,12491,26651,0.979328662202766,3135
Slc6a1,12652,26651,0.964484227412803,1893
Nrsn1,12822,26651,0.957127446385231,1894
Cplx2,12366,26652,0.936633177241006,3135
Col25a1,12799,26652,0.961812250504364,1894
Reln,12815,26652,0.991759528642162,1894
Cadps2,12921,26652,0.986420600945878,3135
Cplx2,12199,26653,0.94575940981408,1889
Pcp4,12088,26655,0.960773691599497,3135
Id2,12146,26655,0.991381477848554,1891
Pcp4,12812,26656,0.946352670210305,1894
Slc6a1,12817,26656,0.969489971123012,1894
Pcp4,12825,26657,0.941798791288613,1894
Id2,12805,26658,0.972675164130837,1894
Pcp4,12819,26659,0.921551810149872,1894
Reln,12837,26662,0.978829127380794,3135
Gap43,12991,26662,0.944350933341103,3135
Scg2,12810,26664,0.957616867596161,1894
Pcp4,12802,26665,0.96482742621716,1894
Snca,12814,26665,0.955310868462033,1894
Col25a1,12813,26666,0.901294356658565,1894
Gad1,12800,26667,0.959119626478986,1894
Aldoc,12681,26668,0.967267036065106,3135
Aldoc,12200,26670,0.961325582042214,3135
Id2,12794,26670,0.990054678281487,1894
Tmsb10,12096,26671,0.940894051877911,3135
Cryab,12374,26673,0.984276291375939,3135
Aldoc,12762,26673,0.977357075612802,3135
Nrsn1,12804,26673,0.989601531811792,1894
Cplx2,12236,26676,0.963482846556821,3135
Cplx2,12831,26676,0.941759668913424,3135
Atp1b1,12345,26678,0.984222450240249,3135
Reln,12225,26679,0.940858122568025,3135
Cryab,12473,26682,0.98219822829931,3135
Cck,12290,26683,0.987643788380313,1920
6330403K07Rik,12079,26684,0.916031502501872,1919
Enpp2,12126,26684,0.946510729881114,3135
Aldoc,12794,26684,0.976324665607175,3135
Cplx2,12188,26685,0.939536692371176,3135
Cxcl14,12278,26685,0.955485395917887,1920
Cxcl14,12304,26685,0.973630596190968,1920
Calm2,12249,26686,0.966976968642413,3135
Enpp2,12300,26686,0.970522351595212,1920
Cryab,12408,26687,0.990843584138396,3135
Cplx2,11953,26688,0.939887817937476,3135
Wfs1,12169,26688,0.957156055651036,3135
Gap43,12038,26689,0.990729507221055,3135
Aldoc,12090,26690,0.98041974636835,1919
Enpp2,12133,26691,0.967252300804796,3135
Atp1b1,12308,26691,0.978009245799169,1920
Atp1b1,12120,26692,0.964756944141176,1919
Zcchc12,12284,26692,0.945312497601282,1920
Atp1b1,12296,26692,0.93814447429872,1920
Prkca,12249,26694,0.994337191342851,3135
Cck,12268,26694,0.989487392303423,1920
Col25a1,12320,26697,0.987963425591695,3135
Id2,12100,26698,0.954248740134547,1919
Id2,12255,26698,0.969860086211464,3135
Col25a1,12260,26698,0.943367321077685,3135
Cplx2,12790,26698,0.961054036452319,3135
Snca,12294,26699,0.95596709743339,1920
Cck,12188,26700,0.979091760293607,1937
Aldoc,12704,26700,0.989459072904441,3135
Cplx2,12955,26701,0.93194292699251,3135
Cadps2,12285,26702,0.987435348963998,1920
Nrsn1,11895,26703,0.983212713026519,3135
Neurod6,12275,26703,0.95396727709329,3135
Reln,12299,26703,0.972382394517024,1920
Gap43,12034,26704,0.98066061415704,3135
Rasgrf2,12282,26704,0.957574217248837,1920
Cxcl14,12286,26704,0.98740264884105,1920
Kctd12,12294,26704,0.977698428596767,1920
Cplx2,13068,26704,0.919897762617732,3135
Cplx2,13067,26705,0.969734645450314,3135
Cnr1,12283,26710,0.926967862027617,1920
Trp53i11,12294,26710,0.988455172359457,1920
Nrsn1,12858,26710,0.987553276671463,3135
Aldoc,12198,26711,0.992545650013068,1937
Cplx2,12952,26711,0.949063669198886,3135
Cplx2,12237,26712,0.95197243769,3135
Cplx2,12310,26714,0.963666461888536,3135
Cplx2,13151,26714,0.944465700867377,3135
Id2,12270,26715,0.976671632990248,1934
Aldoc,12485,26715,0.985600680161574,1924
Id2,12241,26717,0.984940270118757,3135
3110035E14Rik,12292,26717,0.918907440240427,3135
Id2,12273,26720,0.992822703518577,1934
Trp53i11,12306,26721,0.988706073639739,3135
Aldoc,12251,26722,0.975816992609134,1934
Aldoc,13024,26722,0.993551309929649,1959
Gad1,12328,26725,0.970888227406831,3135
Cplx2,12211,26729,0.911192221657133,3135
Gap43,12851,26729,0.991531813253726,3135
Aldoc,13026,26729,0.975181013585343,1959
Nrsn1,12201,26731,0.959645041225368,1937
Aldoc,12350,26732,0.976410354459166,3135
Trp53i11,12132,26734,0.989535156418935,3135
Cplx2,13026,26736,0.95623965736086,1959
Cplx2,12031,26738,0.931896619649762,3135
Cplx2,12097,26740,0.959781760213297,3135
Aldoc,12129,26740,0.982515228389588,3135
Neurod6,11854,26741,0.927307758779889,1951
Cplx2,12235,26742,0.956070449251094,3135
Aldoc,13022,26742,0.957436407983646,1959
Aldoc,11847,26746,0.976326116802276,1951
Penk,12283,26746,0.962539558392017,3135
Prkca,12299,26748,0.972272897849391,1975
Cdh13,12291,26749,0.976413844588511,1975
Scg2,12295,26750,0.926050625189879,1975
Gad1,12310,26753,0.974064995923401,1975
Atp1b1,12280,26754,0.91262226519932,1975
Trp53i11,12306,26755,0.97828435265193,1975
Rgs12,12330,26756,0.946186468627832,3135
Grin3a,12028,26758,0.986234529304641,3135
Cplx2,12984,26758,0.948997220238182,3135
6330403K07Rik,12435,26759,0.939604284702821,3135
Aldoc,12072,26762,0.990241454443721,1984
Cux2,12306,26762,0.973948854363972,1975
Cnr1,12289,26764,0.947482224378326,1975
Enc1,12721,26765,0.954414860330742,3135
Ndnf,12316,26766,0.989248007311039,1975
Pcp4,12996,26766,0.986112807861207,3135
Reln,12285,26767,0.980492178086317,1975
Arpp21,12068,26768,0.959044718165325,1984
Slc17a8,12078,26768,0.912933110204707,1984
Reln,12286,26768,0.97785956692646,1975
Reln,12293,26768,0.90645080195446,1975
Rgs12,12298,26773,0.957392820885637,1975
Gad1,12305,26773,0.965917193064556,1975
Cux2,12081,26774,0.968702297495746,1984
Htr3a,11944,26775,0.976262296325266,3135
Nrsn1,12054,26775,0.971974243660693,3135
Rorb,12058,26775,0.975453308834891,1984
Plp1,12217,26775,0.923824368298325,1978
Gad1,12287,26775,0.988390957692199,1975
Cplx2,12786,26777,0.957615777214748,3135
Tmsb10,11784,26778,0.959443650440685,3135
Trp53i11,12297,26778,0.990812602331013,1975
Cnr1,12229,26779,0.983187486355159,1978
Cplx2,12963,26779,0.952967199563771,3135
Id2,12221,26782,0.970283414415199,1978
Cnr1,12913,26792,0.986367071860168,3135
Reln,13038,26792,0.97987286534515,3135
Cplx2,12137,26796,0.960125210798789,3135
Cplx2,12599,26800,0.935198086355622,3135
Aldoc,12224,26804,0.983078160410456,1978
Prkca,12757,26804,0.980517145718454,3135
Cplx2,12912,26805,0.952664454192473,3135
Aldoc,12170,26811,0.985334010569654,3135
6330403K07Rik,11945,26813,0.952548623482012,3135
3110035E14Rik,11748,26815,0.993631913773877,3135
Cxcl14,12121,26815,0.975103344502129,3135
Reln,11935,26818,0.931865311990882,3135
Cplx2,12660,26818,0.944330509419919,3135
3110035E14Rik,13068,26818,0.986223409416218,3135
Id2,11859,26819,0.988464980169323,2009
Cplx2,12549,26819,0.946811961166436,3135
Pde1a,13047,26819,0.982662856377776,3135
Aldoc,11854,26821,0.955888399905077,2009
6330403K07Rik,12187,26821,0.963330345692487,3135
Id2,11868,26822,0.982915864600452,2009
Cck,12098,26822,0.972290365566726,3135
Cxcl14,11852,26823,0.981474236486766,2009
Cplx2,12024,26823,0.932536295291064,2017
Scg2,12033,26827,0.940981995917971,2020
Cxcl14,12039,26828,0.921313807468895,2020
Pde1a,12078,26828,0.954709828244987,3135
Tmsb10,12536,26828,0.962829743922138,3135
Cplx2,13126,26828,0.959130136841462,3135
Tmsb10,11967,26829,0.982514298517459,2029
Id2,12016,26829,0.987969590572931,2017
Cck,11997,26830,0.989937680512651,2017
Slc24a2,12527,26830,0.927737368533954,3135
Cplx2,12780,26831,0.952572611277385,3135
Cplx2,12056,26833,0.934226166000913,3135
Scg2,11990,26834,0.916022342352599,3135
Satb1,12016,26834,0.900594133575726,2017
Cplx2,12036,26835,0.944322412828212,2020
Cplx2,12004,26837,0.94360608766733,2017
Cplx2,12343,26837,0.932917043098145,3135
Sulf2,12883,26837,0.985652302006649,2021
Atp1b1,11992,26838,0.98339597106606,2035
Ntng1,12043,26838,0.98159850613503,2020
Cplx2,12157,26838,0.946995326312951,3135
Snca,12918,26838,0.984431301843267,3135
Cxcl14,12045,26840,0.970885659836214,2020
Aldoc,12225,26841,0.977253643144221,3135
Cplx2,12658,26841,0.962621422445564,3135
Cplx2,13164,26841,0.949468315287357,3135
Ntng1,11969,26843,0.977502264365216,2039
Gad1,12567,26843,0.963378631645635,3135
Cplx2,11789,26845,0.95368528104357,3135
Hapln1,12515,26845,0.981885817390337,3135
Cplx2,11714,26846,0.917265513673922,3135
Cplx2,11997,26846,0.935932484445353,2035
Trp53i11,12036,26847,0.945978495109415,2020
Ndnf,12042,26847,0.992181233016101,2020
Pcp4,12481,26847,0.971677719446985,2023
Plp1,11681,26848,0.947754830017192,2041
Gad1,12015,26848,0.974875127427803,2020
Calm2,12040,26848,0.945822733643604,2020
Cxcl14,11957,26849,0.958210228419444,2029
Ndnf,11962,26849,0.986415982728974,2039
Id2,11969,26849,0.917458456369509,2029
Id2,12065,26850,0.987125247150117,3135
Calm2,12157,26850,0.971758705817362,3135
Trp53i11,12161,26850,0.981681007850741,3135
Trp53i11,11993,26851,0.938476594728491,2035
Cplx2,12069,26851,0.951197938471036,3135
Enpp2,12891,26851,0.983641827357159,2021
Cck,11854,26852,0.971037475931967,3135
Kctd12,12122,26852,0.945933606783027,3135
Cnr1,11983,26853,0.950158355465173,2035
Cplx2,11975,26854,0.940459300431839,2035
Aldoc,11864,26855,0.99084825162335,2009
Rgs12,12021,26855,0.903024763411018,2020
Reln,11953,26856,0.956249661645309,2039
Cplx2,11968,26856,0.94058188014155,2039
Rgs12,12016,26856,0.962882578250103,2020
Neurod6,12556,26856,0.965091809545144,3135
Pcp4,11944,26857,0.951807234567345,2039
Ndnf,11984,26857,0.986099955221521,2035
Aldoc,12743,26857,0.973334395185496,2040
Slc24a2,11996,26858,0.927546134276207,2035
Col25a1,12026,26858,0.97370440683667,2020
Tmsb10,11963,26859,0.914079663745106,2039
Cck,11950,26860,0.97874616396291,2039
Atp1b1,11973,26861,0.980808160931335,2035
Cplx2,12305,26861,0.927809877139267,3135
Cplx2,11779,26862,0.93830492151289,3135
Cnr1,11963,26862,0.988891629147344,2039
Ndnf,11978,26862,0.987921613801522,2035
Slc24a2,11996,26863,0.989033365441709,2035
Gad1,12007,26863,0.97093439203239,2035
Aldoc,12751,26864,0.985682411319654,2040
Cnr1,12021,26865,0.947018205050419,2020
Aldoc,11684,26867,0.975309632365446,2041
Gap43,11947,26867,0.98257308457689,2039
Cplx2,11976,26867,0.954076357742228,2035
Aldoc,12891,26867,0.957727591170606,2021
Pcp4,12856,26868,0.973557289096641,3135
Cplx2,11957,26869,0.948324873022854,2039
Col25a1,11997,26872,0.978169094939068,2035
Cplx2,13151,26873,0.954260129946766,3135
Hapln1,12754,26875,0.935351727821736,2040
Cplx2,12778,26875,0.958199126829781,3135
Cplx2,11986,26876,0.952341602846694,2035
Nrsn1,11997,26876,0.975130514861078,2035
Cplx2,12978,26876,0.950918929219067,3135
Cplx2,13159,26876,0.948422728895587,3135
Cplx2,12189,26877,0.954896492434919,3135
Sncg,12105,26880,0.950978744674908,3135
Hapln1,12752,26880,0.979928422924227,2040
Aldoc,12964,26884,0.967203133975619,2060
Cryab,11696,26887,0.968309259384354,2050
Id2,12124,26888,0.992050276424734,3135
Aldoc,12886,26888,0.981176171727669,3135
Cryab,12083,26889,0.988174598390003,3135
6330403K07Rik,12183,26889,0.939909400530316,3135
Hapln1,12973,26891,0.981121048309518,2060
Aldoc,13189,26891,0.981013505211271,3135
Cplx2,11869,26893,0.95202626261829,3135
